No,x,y,avg_M_x,avg_M_y,avg_M_z,avg_M_tot,z
3331.0,27.0,6.0,-21.324,13.434,-38.328,45.872,0
3332.0,27.0,6.0,-21.723,11.41,-39.832,46.783,0
3334.0,27.0,6.0,-22.85,12.545,-38.17,46.222,0
3335.0,27.0,6.0,-20.89,13.0,-38.332,45.549,0
3336.0,27.0,6.0,-21.561,11.254,-38.842,45.828,0
3337.0,27.0,6.0,-21.61,13.004,-39.158,46.577,0
3338.0,27.0,6.0,-21.564,11.972,-38.01,45.311,0
3339.0,27.0,6.0,-21.164,11.847,-39.498,46.351,0
3343.0,27.0,6.0,-21.335,12.726,-39.986,47.075,0
3348.0,27.0,6.0,-20.602,12.712,-38.334,45.338,0
3349.0,27.0,6.0,-20.883,12.709,-38.334,45.466,0
3350.0,27.0,6.0,-22.294,12.985,-38.001,45.932,0
3351.0,27.0,6.0,-20.719,12.122,-37.844,44.815,0
3352.0,27.0,6.0,-21.456,12.854,-38.663,46.048,0
3353.0,27.0,6.0,-21.567,11.258,-39.173,46.112,0
3359.0,27.0,6.0,-20.716,11.404,-38.676,45.333,0
3360.0,27.0,6.0,-20.778,12.878,-40.15,47.006,0
3361.0,27.0,6.0,-20.76,12.15,-40.156,46.809,0
3364.0,27.0,6.0,-22.036,12.002,-40.819,47.914,0
3365.0,27.0,6.0,-21.295,12.269,-38.338,45.539,0
3368.0,27.0,6.0,-20.881,11.706,-39.665,46.329,0
3369.0,27.0,6.0,-20.887,11.71,-39.995,46.615,0
3371.0,27.0,6.0,-21.435,12.553,-37.84,45.265,0
3372.0,27.0,6.0,-20.887,12.283,-39.164,46.054,0
3373.0,27.0,6.0,-21.758,12.866,-39.82,47.165,0
3374.0,27.0,6.0,-21.321,12.716,-39.16,46.366,0
3376.0,27.0,6.0,-20.765,12.583,-39.822,46.64,0
3377.0,27.0,6.0,-21.182,12.575,-39.492,46.545,0
3378.0,27.0,6.0,-21.6,12.283,-39.66,46.801,0
3379.0,27.0,6.0,-21.577,11.694,-39.169,46.223,0
3385.0,27.0,6.0,-21.444,12.13,-39.0,46.13,0
3386.0,27.0,6.0,-21.741,12.138,-39.826,46.969,0
3389.0,27.0,6.0,-21.464,12.573,-39.492,46.673,0
3390.0,27.0,6.0,-21.464,12.573,-39.492,46.673,0
3394.0,27.0,6.0,-21.31,12.279,-39.164,46.246,0
3395.0,27.0,6.0,-21.318,12.285,-39.66,46.672,0
3396.0,27.0,6.0,-21.157,12.129,-38.67,45.717,0
3398.0,27.0,6.0,-21.162,12.133,-39.0,46.001,0
3399.0,27.0,6.0,-20.887,12.283,-39.164,46.054,0
3406.0,27.0,7.0,-19.869,17.089,-38.627,46.678,0
3408.0,27.0,7.0,-18.599,16.669,-39.126,46.418,0
3409.0,27.0,7.0,-18.909,17.115,-40.113,47.535,0
3413.0,27.0,7.0,-18.871,16.374,-38.963,46.285,0
3414.0,27.0,7.0,-18.889,17.102,-38.957,46.55,0
3416.0,27.0,7.0,-19.735,16.666,-39.622,47.298,0
3417.0,27.0,7.0,-19.435,16.369,-38.963,46.517,0
3419.0,27.0,7.0,-19.859,16.08,-39.461,47.012,0
3420.0,27.0,7.0,-18.864,16.083,-38.966,46.182,0
3422.0,27.0,7.0,-19.741,16.67,-39.952,47.579,0
3423.0,27.0,7.0,-20.15,16.8,-38.96,46.969,0
3425.0,27.0,7.0,-19.298,16.659,-38.796,46.422,0
3426.0,27.0,7.0,-20.157,17.091,-38.957,47.075,0
3427.0,27.0,7.0,-19.87,16.088,-40.122,47.576,0
3428.0,27.0,7.0,-19.293,16.227,-39.13,46.547,0
3429.0,27.0,7.0,-19.992,16.217,-38.799,46.562,0
3431.0,27.0,7.0,-20.039,16.964,-40.445,48.22,0
3432.0,27.0,7.0,-20.727,16.661,-39.952,47.994,0
3433.0,27.0,7.0,-20.154,16.373,-39.789,47.512,0
3434.0,27.0,7.0,-20.588,17.093,-39.453,47.672,0
3435.0,27.0,7.0,-19.992,16.217,-38.799,46.562,0
3436.0,27.0,7.0,-20.727,16.661,-39.952,47.994,0
3437.0,27.0,7.0,-21.286,16.796,-39.455,47.874,0
3438.0,27.0,7.0,-20.713,16.652,-39.126,47.299,0
3441.0,27.0,7.0,-20.836,16.066,-38.966,47.017,0
3444.0,27.0,7.0,-21.002,16.94,-39.124,47.526,0
3445.0,27.0,7.0,-20.581,16.802,-39.455,47.567,0
3446.0,27.0,7.0,-20.869,16.804,-39.786,47.966,0
3447.0,27.0,7.0,-20.702,16.215,-39.13,47.145,0
3448.0,27.0,7.0,-20.711,16.221,-39.625,47.563,0
3452.0,27.0,7.0,-20.725,16.231,-40.451,48.263,0
3453.0,27.0,7.0,-20.312,16.956,-39.95,47.917,0
3457.0,27.0,7.0,-20.991,15.931,-39.958,47.866,0
3458.0,27.0,7.0,-19.424,15.36,-39.798,46.873,0
3462.0,27.0,7.0,-20.689,15.92,-38.802,46.766,0
3463.0,27.0,7.0,-19.3,15.945,-39.958,47.153,0
3464.0,27.0,7.0,-20.57,16.366,-39.459,47.413,0
3467.0,27.0,7.0,-19.708,15.932,-39.132,46.622,0
3468.0,27.0,7.0,-20.718,15.94,-40.454,48.165,0
3469.0,27.0,7.0,-20.831,16.062,-38.636,46.74,0
3470.0,27.0,7.0,-19.435,16.369,-38.963,46.517,0
3472.0,27.0,7.0,-19.442,16.088,-39.792,47.119,0
3473.0,27.0,7.0,-20.844,16.357,-38.963,47.119,0
3475.0,27.0,7.0,-19.87,16.088,-40.122,47.576,0
3478.0,27.0,7.0,-19.685,15.2,-38.808,46.094,0
3482.0,27.0,7.0,-20.133,15.787,-39.464,47.032,0
3485.0,27.0,7.0,-19.992,16.217,-38.799,46.562,0
3487.0,27.0,7.0,-19.87,16.088,-40.122,47.576,0
3489.0,27.0,7.0,-20.562,16.36,-38.963,46.995,0
3495.0,27.0,7.0,-20.98,15.495,-39.962,47.72,0
3505.0,27.0,8.0,-19.943,12.033,-41.975,48.004,0
3508.0,27.0,8.0,-20.922,12.306,-41.146,47.772,0
3509.0,27.0,8.0,-20.525,12.9,-41.802,48.323,0
3513.0,27.0,8.0,-20.212,11.736,-41.647,47.757,0
3516.0,27.0,8.0,-20.537,13.624,-41.465,48.236,0
3519.0,27.0,8.0,-19.795,11.887,-41.811,47.763,0
3522.0,27.0,8.0,-20.651,12.745,-41.142,47.766,0
3527.0,27.0,8.0,-21.377,13.04,-41.966,48.869,0
3530.0,27.0,8.0,-19.948,13.038,-40.809,47.258,0
3531.0,27.0,8.0,-20.102,12.903,-41.802,48.146,0
3532.0,27.0,8.0,-20.654,12.318,-41.972,48.374,0
3533.0,27.0,8.0,-19.365,12.171,-40.982,46.933,0
3534.0,27.0,8.0,-20.104,13.19,-41.469,47.936,0
3535.0,27.0,8.0,-19.943,12.033,-41.975,48.004,0
3536.0,27.0,8.0,-19.841,12.919,-42.958,49.051,0
3537.0,27.0,8.0,-21.237,13.185,-41.8,48.704,0
3540.0,27.0,8.0,-20.539,12.91,-42.628,49.048,0
3541.0,27.0,8.0,-19.944,12.32,-41.642,47.787,0
3543.0,27.0,8.0,-19.691,13.487,-41.632,47.988,0
3545.0,27.0,8.0,-19.937,12.029,-41.644,47.712,0
3547.0,27.0,8.0,-20.929,12.025,-41.975,48.42,0
3548.0,27.0,8.0,-20.104,13.19,-41.469,47.936,0
3550.0,27.0,8.0,-19.231,12.32,-41.146,47.06,0
3552.0,27.0,8.0,-19.705,13.497,-42.458,48.715,0
3553.0,27.0,8.0,-20.064,12.162,-40.652,46.937,0
3554.0,27.0,8.0,-19.986,13.78,-41.96,48.476,0
3555.0,27.0,8.0,-20.663,13.469,-40.806,47.681,0
3558.0,27.0,8.0,-20.532,12.618,-42.63,48.971,0
3562.0,27.0,8.0,-19.975,12.771,-42.794,48.923,0
3563.0,27.0,8.0,-19.398,12.909,-41.802,47.857,0
3564.0,27.0,8.0,-20.538,13.195,-42.13,48.691,0
3565.0,27.0,8.0,-20.774,12.16,-40.982,47.529,0
3566.0,27.0,8.0,-19.987,13.494,-42.458,48.829,0
3567.0,27.0,8.0,-20.114,13.627,-41.465,48.059,0
3569.0,27.0,8.0,-20.12,13.631,-41.796,48.348,0
3571.0,27.0,8.0,-20.096,12.899,-41.472,47.855,0
3572.0,27.0,8.0,-19.835,12.915,-42.628,48.758,0
3574.0,27.0,8.0,-18.828,12.91,-41.471,47.34,0
3576.0,27.0,8.0,-19.268,13.491,-41.632,47.817,0
3578.0,27.0,8.0,-19.815,12.902,-41.471,47.738,0
3579.0,27.0,8.0,-19.806,12.896,-40.976,47.303,0
3580.0,27.0,8.0,-20.659,12.751,-41.638,48.199,0
3583.0,27.0,8.0,-19.799,12.605,-40.978,47.224,0
3584.0,27.0,8.0,-19.695,13.06,-42.461,48.594,0
3585.0,27.0,8.0,-19.833,13.201,-42.13,48.4,0
3586.0,27.0,8.0,-19.129,13.206,-42.13,48.117,0
3589.0,27.0,8.0,-20.102,12.903,-41.802,48.146,0
3592.0,27.0,8.0,-19.26,13.485,-41.136,47.381,0
3593.0,27.0,8.0,-20.26,13.486,-41.962,48.51,0
3594.0,27.0,8.0,-19.964,13.479,-41.136,47.67,0
3702.0,28.0,0.0,-10.852,-15.763,-36.928,41.592,0
3709.0,28.0,0.0,-10.43,-16.045,-37.426,42.035,0
3715.0,28.0,0.0,-10.536,-16.213,-35.61,40.521,0
3718.0,28.0,0.0,-9.575,-15.186,-35.601,39.872,0
3719.0,28.0,0.0,-9.591,-15.461,-36.926,41.165,0
3720.0,28.0,0.0,-10.683,-16.639,-36.605,41.605,0
3721.0,28.0,0.0,-9.833,-16.492,-36.108,40.896,0
3722.0,28.0,0.0,-9.711,-15.62,-35.936,40.369,0
3723.0,28.0,0.0,-10.561,-15.766,-36.433,41.079,0
3727.0,28.0,0.0,-9.72,-16.043,-37.096,41.569,0
3729.0,28.0,0.0,-10.847,-16.196,-37.262,42.053,0
3732.0,28.0,0.0,-9.551,-16.49,-36.108,40.828,0
3733.0,28.0,0.0,-10.013,-15.608,-37.092,41.469,0
3734.0,28.0,0.0,-10.541,-15.78,-35.276,40.057,0
3737.0,28.0,0.0,-9.813,-16.935,-35.617,40.64,0
3739.0,28.0,0.0,-11.113,-16.351,-36.603,41.601,0
3740.0,28.0,0.0,-9.837,-16.919,-36.938,41.802,0
3741.0,28.0,0.0,-9.871,-15.751,-37.258,41.638,0
3742.0,28.0,0.0,-10.665,-16.365,-35.116,40.183,0
3743.0,28.0,0.0,-9.583,-15.752,-36.928,41.275,0
3744.0,28.0,0.0,-9.837,-16.919,-36.938,41.802,0
3745.0,28.0,0.0,-9.72,-14.898,-35.434,39.648,0
3746.0,28.0,0.0,-10.002,-16.045,-37.096,41.636,0
3748.0,28.0,0.0,-10.146,-15.472,-36.43,40.859,0
3750.0,28.0,0.0,-9.858,-15.473,-36.1,40.494,0
3751.0,28.0,0.0,-10.404,-16.062,-35.94,40.717,0
3752.0,28.0,0.0,-9.556,-15.485,-34.943,39.397,0
3755.0,28.0,0.0,-9.806,-17.226,-35.619,40.763,0
3757.0,28.0,0.0,-8.979,-16.348,-35.446,40.054,0
3758.0,28.0,0.0,-9.813,-16.506,-34.952,39.88,0
3759.0,28.0,0.0,-9.959,-16.647,-35.449,40.409,0
3760.0,28.0,0.0,-8.976,-17.066,-36.279,41.084,0
3762.0,28.0,0.0,-8.987,-16.629,-36.275,40.904,0
3764.0,28.0,0.0,-10.381,-16.078,-34.618,39.556,0
3765.0,28.0,0.0,-9.992,-15.622,-35.936,40.438,0
3766.0,28.0,0.0,-9.958,-16.074,-34.618,39.446,0
3767.0,28.0,0.0,-10.826,-16.209,-36.106,41.032,0
3770.0,28.0,0.0,-9.673,-17.362,-36.281,41.368,0
3771.0,28.0,0.0,-9.123,-16.919,-36.443,41.201,0
3772.0,28.0,0.0,-8.972,-16.639,-35.449,40.174,0
3773.0,28.0,0.0,-9.263,-16.635,-35.944,40.676,0
3774.0,28.0,0.0,-10.089,-16.941,-35.286,40.422,0
3777.0,28.0,0.0,-9.844,-15.483,-35.274,39.76,0
3778.0,28.0,0.0,-9.132,-15.768,-35.276,39.704,0
3779.0,28.0,0.0,-9.66,-17.085,-35.122,40.234,0
3780.0,28.0,0.0,-9.295,-15.325,-35.933,40.155,0
3782.0,28.0,0.0,-10.403,-16.349,-36.272,41.124,0
3784.0,28.0,0.0,-9.842,-15.77,-35.607,40.167,0
3785.0,28.0,0.0,-9.811,-16.221,-34.454,39.325,0
3787.0,28.0,0.0,-9.704,-16.34,-36.603,41.242,0
3803.0,29.0,0.0,-11.374,-15.366,-33.951,38.963,0
3804.0,29.0,0.0,-12.21,-15.523,-33.622,38.993,0
3806.0,29.0,0.0,-11.507,-15.802,-34.12,39.323,0
3807.0,29.0,0.0,-11.937,-15.514,-34.117,39.334,0
3808.0,29.0,0.0,-12.201,-16.245,-34.124,39.714,0
3813.0,29.0,0.0,-12.174,-16.978,-33.635,39.595,0
3816.0,29.0,0.0,-12.488,-16.243,-34.454,40.086,0
3818.0,29.0,0.0,-11.365,-15.372,-33.455,38.532,0
3821.0,29.0,0.0,-11.476,-16.253,-32.967,38.506,0
3822.0,29.0,0.0,-11.611,-17.402,-34.299,40.176,0
3824.0,29.0,0.0,-10.801,-15.511,-33.622,38.57,0
3827.0,29.0,0.0,-11.615,-16.684,-33.467,39.157,0
3828.0,29.0,0.0,-11.066,-16.098,-33.462,38.746,0
3830.0,29.0,0.0,-11.464,-16.976,-33.304,39.1,0
3832.0,29.0,0.0,-12.179,-16.546,-33.3,39.128,0
3834.0,29.0,0.0,-12.905,-16.394,-34.29,40.139,0
3835.0,29.0,0.0,-12.601,-16.693,-33.467,39.465,0
3839.0,29.0,0.0,-11.074,-16.092,-33.957,39.175,0
3840.0,29.0,0.0,-12.335,-16.393,-33.96,39.676,0
3841.0,29.0,0.0,-12.475,-16.538,-34.126,39.922,0
3843.0,29.0,0.0,-12.346,-15.384,-33.125,38.553,0
3846.0,29.0,0.0,-11.907,-16.966,-34.46,40.214,0
3848.0,29.0,0.0,-12.077,-15.659,-34.284,39.579,0
3849.0,29.0,0.0,-11.212,-15.522,-32.961,38.119,0
3851.0,29.0,0.0,-12.892,-16.689,-33.962,39.977,0
3852.0,29.0,0.0,-11.334,-16.395,-33.134,38.667,0
3853.0,29.0,0.0,-12.204,-15.527,-33.292,38.708,0
3854.0,29.0,0.0,-11.324,-17.404,-33.969,39.812,0
3857.0,29.0,0.0,-11.667,-15.361,-34.612,39.624,0
3858.0,29.0,0.0,-11.076,-15.661,-33.458,38.567,0
3859.0,29.0,0.0,-11.358,-15.663,-33.458,38.649,0
3860.0,29.0,0.0,-12.355,-16.38,-35.116,40.671,0
3861.0,29.0,0.0,-12.197,-15.818,-33.294,38.826,0
3862.0,29.0,0.0,-11.658,-16.083,-35.114,40.343,0
3863.0,29.0,0.0,-12.035,-17.119,-33.966,39.895,0
3864.0,29.0,0.0,-12.334,-16.68,-34.293,40.079,0
3865.0,29.0,0.0,-12.461,-16.548,-33.3,39.218,0
3866.0,29.0,0.0,-12.191,-15.822,-32.964,38.543,0
3867.0,29.0,0.0,-10.771,-16.247,-32.967,38.299,0
3870.0,29.0,0.0,-11.484,-16.963,-34.46,40.089,0
3873.0,29.0,0.0,-12.77,-16.245,-34.454,40.176,0
3874.0,29.0,0.0,-11.622,-16.393,-33.464,39.034,0
3876.0,29.0,0.0,-11.066,-16.67,-34.293,39.703,0
3879.0,29.0,0.0,-11.225,-15.227,-33.289,38.289,0
3880.0,29.0,0.0,-12.327,-16.399,-33.464,39.252,0
3881.0,29.0,0.0,-12.468,-16.257,-33.298,39.096,0
3883.0,29.0,0.0,-12.032,-16.692,-33.136,39.005,0
3885.0,29.0,0.0,-11.615,-16.684,-33.467,39.157,0
3887.0,29.0,0.0,-11.488,-16.245,-33.628,39.073,0
3893.0,29.0,0.0,-11.188,-16.97,-33.634,39.299,0
3904.0,30.0,0.0,-10.82,-14.496,-33.283,37.881,0
3908.0,30.0,0.0,-10.698,-14.196,-33.941,38.314,0
3911.0,30.0,0.0,-11.531,-14.498,-33.613,38.379,0
3912.0,30.0,0.0,-10.398,-14.921,-33.947,38.512,0
3915.0,30.0,0.0,-10.835,-14.486,-34.109,38.609,0
3919.0,30.0,0.0,-11.385,-14.93,-33.947,38.793,0
3923.0,30.0,0.0,-10.718,-14.182,-35.097,39.342,0
3924.0,30.0,0.0,-10.693,-14.629,-34.275,38.77,0
3926.0,30.0,0.0,-10.544,-14.49,-33.613,38.091,0
3930.0,30.0,0.0,-10.416,-14.194,-33.941,38.235,0
3931.0,30.0,0.0,-9.674,-15.358,-33.455,38.062,0
3932.0,30.0,0.0,-11.256,-14.777,-34.441,39.131,0
3934.0,30.0,0.0,-10.569,-14.043,-34.435,38.661,0
3935.0,30.0,0.0,-10.578,-14.037,-34.931,39.104,0
3936.0,30.0,0.0,-11.523,-14.789,-33.616,38.49,0
3937.0,30.0,0.0,-10.712,-13.614,-33.936,38.101,0
3939.0,30.0,0.0,-11.423,-13.616,-34.266,38.601,0
3940.0,30.0,0.0,-9.983,-14.627,-33.945,38.286,0
3943.0,30.0,0.0,-10.442,-13.603,-34.597,38.614,0
3945.0,30.0,0.0,-10.562,-13.762,-33.607,37.82,0
3946.0,30.0,0.0,-9.557,-14.053,-32.948,37.073,0
3947.0,30.0,0.0,-10.388,-15.358,-33.951,38.684,0
3948.0,30.0,0.0,-10.141,-14.044,-34.105,38.252,0
3949.0,30.0,0.0,-9.852,-13.76,-33.276,37.332,0
3950.0,30.0,0.0,-11.272,-14.48,-34.935,39.461,0
3951.0,30.0,0.0,-10.428,-14.186,-34.602,38.823,0
3952.0,30.0,0.0,-11.096,-14.646,-33.119,37.874,0
3954.0,30.0,0.0,-9.572,-14.472,-34.439,38.563,0
3955.0,30.0,0.0,-10.384,-14.931,-33.121,37.786,0
3956.0,30.0,0.0,-10.436,-13.607,-34.266,38.318,0
3957.0,30.0,0.0,-10.52,-15.221,-33.289,38.086,0
3958.0,30.0,0.0,-10.689,-13.629,-32.614,36.928,0
3961.0,30.0,0.0,-10.114,-14.777,-33.615,38.088,0
3963.0,30.0,0.0,-10.538,-14.494,-33.283,37.8,0
3964.0,30.0,0.0,-9.848,-14.478,-34.108,38.34,0
3965.0,30.0,0.0,-10.712,-13.614,-33.936,38.101,0
3967.0,30.0,0.0,-9.84,-14.484,-33.613,37.9,0
3968.0,30.0,0.0,-11.128,-13.908,-33.938,38.329,0
3969.0,30.0,0.0,-9.869,-14.464,-35.265,39.373,0
3970.0,30.0,0.0,-10.679,-14.638,-33.449,38.041,0
3971.0,30.0,0.0,-9.994,-14.19,-33.941,38.121,0
3975.0,30.0,0.0,-10.837,-14.055,-33.609,38.007,0
3981.0,30.0,0.0,-10.691,-13.915,-33.112,37.474,0
3982.0,30.0,0.0,-10.544,-14.49,-33.613,38.091,0
3986.0,30.0,0.0,-9.828,-14.492,-32.952,37.315,0
3987.0,30.0,0.0,-10.109,-14.781,-33.285,37.796,0
3990.0,30.0,0.0,-10.423,-13.902,-33.938,38.128,0
3994.0,30.0,0.0,-10.136,-14.476,-34.439,38.708,0
3995.0,30.0,0.0,-10.397,-14.636,-33.449,37.962,0
3999.0,30.0,0.0,-9.872,-13.746,-34.433,38.367,0
4009.0,31.0,0.0,-8.488,-13.288,-35.255,38.62,0
4013.0,31.0,0.0,-8.651,-12.845,-35.912,39.109,0
4015.0,31.0,0.0,-8.879,-14.029,-34.435,38.228,0
4020.0,31.0,0.0,-9.358,-12.42,-35.412,38.676,0
4021.0,31.0,0.0,-9.316,-13.879,-35.095,38.872,0
4023.0,31.0,0.0,-8.868,-14.466,-34.439,38.392,0
4024.0,31.0,0.0,-8.175,-13.736,-34.102,37.662,0
4026.0,31.0,0.0,-9.883,-13.31,-34.429,38.212,0
4027.0,31.0,0.0,-8.912,-13.004,-34.922,38.315,0
4028.0,31.0,0.0,-9.619,-12.579,-34.422,37.89,0
4030.0,31.0,0.0,-9.022,-14.601,-35.431,39.369,0
4031.0,31.0,0.0,-9.623,-13.006,-35.252,38.788,0
4032.0,31.0,0.0,-9.763,-13.151,-35.419,39.022,0
4034.0,31.0,0.0,-9.002,-14.615,-34.275,38.333,0
4037.0,31.0,0.0,-9.717,-14.184,-34.271,38.342,0
4039.0,31.0,0.0,-9.707,-14.62,-34.275,38.506,0
4042.0,31.0,0.0,-9.013,-13.605,-33.44,37.21,0
4043.0,31.0,0.0,-8.935,-12.56,-35.579,38.774,0
4045.0,31.0,0.0,-8.323,-14.162,-35.097,38.751,0
4046.0,31.0,0.0,-9.146,-14.041,-33.609,37.555,0
4048.0,31.0,0.0,-9.904,-13.009,-35.252,38.859,0
4049.0,31.0,0.0,-10.429,-13.898,-34.269,38.422,0
4050.0,31.0,0.0,-9.876,-13.028,-33.6,37.366,0
4051.0,31.0,0.0,-9.169,-14.026,-34.931,38.742,0
4053.0,31.0,0.0,-9.852,-13.76,-33.276,37.332,0
4054.0,31.0,0.0,-9.053,-13.149,-35.088,38.549,0
4055.0,31.0,0.0,-10.148,-13.753,-34.102,38.145,0
4056.0,31.0,0.0,-9.746,-13.592,-35.092,38.874,0
4057.0,31.0,0.0,-8.208,-12.999,-34.922,38.156,0
4058.0,31.0,0.0,-9.859,-14.041,-34.105,38.177,0
4059.0,31.0,0.0,-9.045,-12.868,-34.26,37.698,0
4060.0,31.0,0.0,-9.999,-14.186,-34.271,38.415,0
4062.0,31.0,0.0,-10.449,-12.883,-33.929,37.767,0
4064.0,31.0,0.0,-8.483,-13.721,-35.589,39.074,0
4066.0,31.0,0.0,-9.194,-13.007,-34.922,38.383,0
4067.0,31.0,0.0,-9.19,-12.58,-34.092,37.483,0
4068.0,31.0,0.0,-10.453,-13.167,-34.593,38.461,0
4069.0,31.0,0.0,-9.722,-13.179,-33.106,36.935,0
4070.0,31.0,0.0,-10.475,-12.866,-35.416,39.109,0
4071.0,31.0,0.0,-10.037,-12.443,-33.926,37.504,0
4073.0,31.0,0.0,-9.619,-12.579,-34.422,37.89,0
4077.0,31.0,0.0,-8.346,-12.858,-34.59,37.835,0
4079.0,31.0,0.0,-9.309,-13.598,-34.266,38.023,0
4083.0,31.0,0.0,-9.187,-13.298,-34.924,38.483,0
4084.0,31.0,0.0,-9.211,-12.566,-35.248,38.538,0
4086.0,31.0,0.0,-10.001,-13.899,-33.938,38.013,0
4087.0,31.0,0.0,-9.866,-13.75,-34.102,38.071,0
4088.0,31.0,0.0,-9.738,-13.598,-34.596,38.427,0
4089.0,31.0,0.0,-9.577,-14.039,-34.105,38.104,0
4090.0,31.0,0.0,-9.02,-13.887,-34.268,38.06,0
4101.0,32.0,0.0,-10.0,-15.331,-35.933,40.326,0
4102.0,32.0,0.0,-10.862,-14.754,-36.093,40.477,0
4109.0,32.0,0.0,-10.593,-14.456,-36.421,40.592,0
4111.0,32.0,0.0,-9.607,-14.448,-36.421,40.343,0
4112.0,32.0,0.0,-10.422,-15.334,-35.933,40.435,0
4114.0,32.0,0.0,-9.871,-15.178,-36.427,40.679,0
4115.0,32.0,0.0,-10.85,-15.478,-36.43,41.042,0
4118.0,32.0,0.0,-10.171,-14.453,-36.421,40.482,0
4119.0,32.0,0.0,-10.561,-15.194,-35.602,40.123,0
4120.0,32.0,0.0,-10.706,-14.906,-35.434,39.905,0
4121.0,32.0,0.0,-10.434,-15.327,-36.594,41.023,0
4123.0,32.0,0.0,-9.869,-14.464,-35.265,39.373,0
4126.0,32.0,0.0,-9.883,-14.454,-36.091,40.114,0
4127.0,32.0,0.0,-10.74,-13.881,-35.921,39.979,0
4129.0,32.0,0.0,-9.892,-13.733,-35.589,39.408,0
4131.0,32.0,0.0,-10.009,-14.609,-35.431,39.61,0
4132.0,32.0,0.0,-10.872,-14.032,-35.592,39.772,0
4133.0,32.0,0.0,-9.746,-14.164,-35.923,39.826,0
4134.0,32.0,0.0,-9.876,-14.746,-36.093,40.221,0
4135.0,32.0,0.0,-10.626,-13.719,-37.241,41.085,0
4136.0,32.0,0.0,-10.726,-14.892,-36.59,40.935,0
4137.0,32.0,0.0,-10.721,-14.896,-36.26,40.64,0
4139.0,32.0,0.0,-10.859,-15.472,-36.926,41.482,0
4143.0,32.0,0.0,-10.706,-14.906,-35.434,39.905,0
4146.0,32.0,0.0,-10.616,-13.296,-36.081,39.891,0
4147.0,32.0,0.0,-9.601,-14.452,-36.091,40.045,0
4148.0,32.0,0.0,-10.85,-15.478,-36.43,41.042,0
4151.0,32.0,0.0,-10.893,-13.731,-36.415,40.413,0
4152.0,32.0,0.0,-10.153,-15.181,-36.427,40.749,0
4153.0,32.0,0.0,-10.465,-13.588,-35.918,39.803,0
4154.0,32.0,0.0,-9.33,-14.157,-36.253,40.022,0
4156.0,32.0,0.0,-9.885,-14.024,-35.591,39.511,0
4162.0,32.0,0.0,-9.335,-14.153,-36.584,40.321,0
4163.0,32.0,0.0,-9.605,-13.734,-35.258,39.039,0
4169.0,32.0,0.0,-10.19,-14.01,-36.913,40.776,0
4171.0,32.0,0.0,-9.747,-14.593,-36.588,40.579,0
4174.0,32.0,0.0,-10.739,-14.168,-36.254,40.378,0
4175.0,32.0,0.0,-10.428,-15.33,-36.264,40.729,0
4177.0,32.0,0.0,-9.883,-14.454,-36.091,40.114,0
4178.0,32.0,0.0,-10.463,-14.162,-36.584,40.601,0
4181.0,32.0,0.0,-9.626,-14.006,-36.913,40.637,0
4182.0,32.0,0.0,-10.459,-14.88,-37.416,41.603,0
4183.0,32.0,0.0,-10.47,-13.871,-36.581,40.5,0
4184.0,32.0,0.0,-10.054,-14.149,-37.41,41.24,0
4186.0,32.0,0.0,-10.452,-14.599,-36.588,40.756,0
4189.0,32.0,0.0,-10.906,-14.008,-37.574,41.557,0
4190.0,32.0,0.0,-9.902,-14.728,-37.58,41.56,0
4191.0,32.0,0.0,-9.883,-14.454,-36.091,40.114,0
4194.0,32.0,0.0,-10.018,-14.603,-35.927,40.054,0
4195.0,32.0,0.0,-10.018,-14.603,-35.927,40.054,0
4204.0,33.0,0.0,-11.683,-15.636,-35.936,40.895,0
4208.0,33.0,0.0,-11.266,-15.2,-35.602,40.317,0
4210.0,33.0,0.0,-12.087,-16.655,-36.275,41.705,0
4213.0,33.0,0.0,-12.106,-15.64,-35.936,41.019,0
4214.0,33.0,0.0,-12.087,-16.082,-35.444,40.755,0
4215.0,33.0,0.0,-12.377,-16.079,-35.94,41.272,0
4216.0,33.0,0.0,-11.393,-15.64,-35.44,40.378,0
4217.0,33.0,0.0,-11.411,-16.057,-37.096,42.002,0
4220.0,33.0,0.0,-11.228,-16.514,-35.283,40.542,0
4222.0,33.0,0.0,-11.375,-16.367,-35.447,40.666,0
4223.0,33.0,0.0,-12.093,-16.651,-36.605,41.993,0
4224.0,33.0,0.0,-11.536,-15.21,-34.941,39.816,0
4225.0,33.0,0.0,-11.549,-15.487,-36.1,40.944,0
4226.0,33.0,0.0,-11.968,-16.209,-36.932,42.071,0
4227.0,33.0,0.0,-11.959,-15.214,-34.941,39.942,0
4230.0,33.0,0.0,-11.929,-17.238,-36.115,41.758,0
4232.0,33.0,0.0,-12.087,-16.082,-35.444,40.755,0
4233.0,33.0,0.0,-10.843,-15.769,-36.433,41.153,0
4235.0,33.0,0.0,-11.122,-16.345,-37.098,42.038,0
4236.0,33.0,0.0,-12.509,-16.229,-35.611,41.085,0
4237.0,33.0,0.0,-12.081,-16.658,-35.945,41.418,0
4238.0,33.0,0.0,-12.22,-16.518,-35.613,41.115,0
4240.0,33.0,0.0,-12.525,-16.505,-36.935,42.349,0
4241.0,33.0,0.0,-12.227,-16.227,-35.611,40.999,0
4243.0,33.0,0.0,-11.939,-16.229,-35.28,40.628,0
